pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
4440	A man is playing an instrument	A woman is putting on lipstick	1.1	NEUTRAL
5409	A baby is not playing a guitar	A baby is playing a guitar	2.7	CONTRADICTION
9054	Two young boys are wearing hats and sticking their colored tongues out	Two kids are not sticking out blue and green colored tongues	3.8	NEUTRAL
2608	A monkey is brushing the dog	The monkey is not brushing a bull dog	3.2	CONTRADICTION
5427	There is no man reading the email	A man is reading the email	3.365	CONTRADICTION
5582	A dog is swimming after a tennis ball	A cat is swimming after a tennis ball	4	NEUTRAL
8220	Two dogs are running through water	Two dogs are running through high grass	3.335	NEUTRAL
3158	The man is cutting the tape on the box	A man is cutting the tape on the box	5	ENTAILMENT
560	A dark black dog and a light brown dog are playing in the yard in the back	A dog, which is brown, and a black one are running in the grass	4	NEUTRAL
5455	A woman is playing the flute	The flute is being played by a woman	4.8	ENTAILMENT
4665	A woman is cutting a potato	An onion is being sliced by a woman	3.2	NEUTRAL
1886	A person is singing and playing the guitar	There is no person singing and playing the guitar	4.1	CONTRADICTION
2898	The man is lifting barbells	The man is lifting weights	4.3	ENTAILMENT
7021	A child in light colored clothing is lying with his arms crossed	Two girls are playing inside a jumper house	1.4	NEUTRAL
3046	A man is jumping a wall	A man is jumping onto a wall which is low	3.7	NEUTRAL
6940	Two men, a woman, and two young boys are standing aimlessly in front of a large gathering of people outside a building	A large crowd in warm clothing is posing for a camera	2	NEUTRAL
4821	A person is slicing an onion	A person is slicing some ginger	2.8	NEUTRAL
8228	A black dog is walking along rocky terrain	A black dog is moving along rocky terrain	4.3	ENTAILMENT
3852	A cat is playing keyboards	A cat song is being played on a piano	2.9	NEUTRAL
9194	A man in blue jeans is standing in front of a group of children beside a stone built house	A woman in blue jeans is standing in front of a group of children beside a stone built house	3.5	NEUTRAL
8705	A shirtless man is posing with a girl who is hiking in a park	A shirtless person is posing with a girl who is hiking in a park	4.6	ENTAILMENT
727	A man with a camera is studying the subject	There is no man with a camera studying the subject	3.6	CONTRADICTION
6443	A couple is sitting on a patio and looking at the ocean	Some adults are sitting in the chairs and are watching the ocean	4	NEUTRAL
8230	A black dog is running across a rocky landscape	A black dog is moving along rocky terrain	4.3	ENTAILMENT
4481	The woman is pouring oil into the pan	Oil is being poured into the pan by the woman	5	ENTAILMENT
3332	Bread is being sliced by the man	The woman is slicing herbs	1.8	NEUTRAL
9843	A family is buying something at the vending machine	A man in a suit is standing at a microphone and singing	1	NEUTRAL
8520	Five people are standing with three dogs in the green field beside the road	Five people are standing in the grass with some dogs	4.4	ENTAILMENT
5842	The man is playing the guitar	The man is playing the instrument	4.4	ENTAILMENT
1249	A woman is slicing a tomato	There is no woman peeling a potato	1.8	NEUTRAL
6761	The brown dog is not sniffing the back of a small black dog	A large brown dog and a small grey dog are standing on a rocky surface	2.5	NEUTRAL
131	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	4.1	NEUTRAL
3629	A woman is putting meat in a pan	Someone is dropping the meat into a pan	4.6	ENTAILMENT
8247	Some young dirt bikers are getting a dirt bike up a sandy hill	Some old dirt bikers are getting a dirt bike up a sandy hill	4	NEUTRAL
4195	There is no man praying	A man is praying	3.9	CONTRADICTION
6213	A man is sitting on a boat in font of the sunset, near a flag	A man is standing on a boat in front of the sunset near a flag	3.8	NEUTRAL
5039	A man is slicing onions	A man is cutting onions	4.9	ENTAILMENT
6146	Two people are standing in the ocean and watching the sunset	Nobody is standing in the ocean and watching the sunset	2.5	CONTRADICTION
746	The bride and the groom are leaving after the marriage	A married couple is walking down the aisle	3.6	NEUTRAL
3695	The men are putting suitcases into the trunk of a car	The men are placing suitcases in the trunk of a car	4.9	ENTAILMENT
3647	The boys are standing in front of the car, which is burning	The boys are standing in front of the burning car	5	ENTAILMENT
1414	Some men are sawing	Men are sawing	4.8	ENTAILMENT
1715	An onion is being cut by a man	The onion is being cut by the man	4.9	ENTAILMENT
4523	A man is playing a guitar	A flute is being played by a man	2.8	NEUTRAL
5002	A dog is opening a drawer and climbing inside	A cat is opening a drawer and climbing inside	4.1	NEUTRAL
3565	Paper is being cut with scissors	There is no paper being cut with scissors	3.7	CONTRADICTION
236	The children of a family are playing and waiting	An Asian man is dancing and three kids are looking	1.9	NEUTRAL
4753	A little girl is playing the violin on a beach	The girl is standing on the couch and crocheting	1.5	NEUTRAL
5116	A man is riding a water toy in the water	Two sumo ringers are not fighting	1	NEUTRAL
2287	A cat is playing with a watermelon	The cat isn't playing with a watermelon	3.7	CONTRADICTION
873	Not a lot of people are in an ice skating park	An ice skating rink placed outdoors is full of people	3.5	NEUTRAL
1668	The guitar is being played by the man	The guitar is being played by nobody	3.9	CONTRADICTION
3188	A woman is putting away a carrot	A woman is slicing a carrot	3.9	NEUTRAL
5005	A big cat is opening a drawer made of plastic with its paws and is jumping inside	A cat is opening a drawer and climbing inside	4.2	ENTAILMENT
945	Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf	A little boy is jumping into a puddle on the street	2.6	NEUTRAL
8757	Four people are sitting on a bridge over a body of water	Several people are walking in line across a bridge	3.3	NEUTRAL
7035	The motocross rider is wearing blue and black pants	Blue and black pants are being worn by the motocross rider	5	ENTAILMENT
1080	The young girl with a pink shirt is peacefully lying on the grass	A girl is naked and is standing on the grass	3.3	NEUTRAL
1608	A snake is being fed a mouse by a man	No snake is being fed a mouse by a man	4.7	CONTRADICTION
4558	There is no man shaking a container over a sink in the kitchen	A man is emptying a plastic container	3.5	NEUTRAL
9369	A man in a red jacket and khaki pants is walking through an European state	A man in a red jacket and khaki pants is walking through an American state	3.5	NEUTRAL
5664	A cat is playing with a small bottle	A bottle is being licked by the cat	3.5	NEUTRAL
2210	Two kids are playing in a swimming pool with a green colored crocodile float	Two kids are pushing past a crocodile in an inflatable pool	4	NEUTRAL
2623	A man is wearing a hard hat and dancing	A man is naked and standing still	1.9	NEUTRAL
1200	A man is speaking on a podium	There is no man speaking on a stage	3.4	NEUTRAL
5487	The lady is taking an egg out of a bowl	The man is cracking eggs into a bowl	2.9	NEUTRAL
8109	Two boys and a man are playing games at an arcade	Two kids and a man are playing games at an arcade	4.6	ENTAILMENT
2500	One panda is climbing	A man is climbing a rope	1.6	NEUTRAL
8018	A man dressed in black and white is holding up the tennis racket and is waiting for the ball	A tennis player in mid game is holding a racquet	4	NEUTRAL
7554	A young girl in a blue leotard is jumping in the air	A young girl in blue is jumping in the air	4.2	ENTAILMENT
2008	The horse is being ridden by a man	A man is parking a motorbike	1.6	NEUTRAL
4083	A man is stopping a horse	The man is riding a horse	3.9	NEUTRAL
8963	A small group of people are standing and two are sitting on the sofa	A group of five young adults are lounging indoors	3.8	NEUTRAL
4316	A man is cutting a potato	A man is cutting a tomato	3.9	NEUTRAL
1149	There is no man playing a guitar	A man is playing a guitar	2.8	CONTRADICTION
6559	Two young men are cheerfully playing outside near a golden statue	Two people are looking at a gold statue	3.2	NEUTRAL
7221	A brown dog is running across the yard with a toy in its mouth	A brown dog is carrying a colored toy in the grass	4	NEUTRAL
9427	A dog is in the sand that is blowing in the wind	A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	2.6	NEUTRAL
6335	The white dog wearing reindeer ears is close to a brown dog	The white dog wearing reindeer ears is near a brown dog	4.9	ENTAILMENT
6318	A tan dog is resting in the snow	A tan dog is running through the snow	3.7	NEUTRAL
2089	The man is denying an interview	The man is granting an interview	3.2	CONTRADICTION
7675	A boy of young age is playing in the park with his mother	A young boy is playing in the park with his mother	4.9	ENTAILMENT
3685	Some men are running a race	Racers are running down a track	3.8	NEUTRAL
7364	A woman is looking at the view of a city	There is no blonde lady looking at a tower	3.7	NEUTRAL
9078	A brown and black dog is looking upwards	A brown and black dog is pointing the nose upwards	4.9	ENTAILMENT
4839	A girl is doing a manicure	A girl is styling her hair	2	NEUTRAL
2657	The lady is eating slices of meat	The lady is slicing up the meat	3.4	NEUTRAL
8530	An old woman is carrying a lot of colorful scarves on the beach	A girl in gold and purple is holding a rainbow afghan	1.5	NEUTRAL
7564	A small boy in a striped shirt is sliding out of a green tube	A little boy is crawling in a green tunnel with a smile on his face	3.6	NEUTRAL
3107	A man is flooring a sitting guitar player	A man is sitting on the floor in a room and strumming a guitar	2.3	NEUTRAL
1663	The potato is being peeled by a woman	One woman is peeling a potato	4.8	ENTAILMENT
3022	Three teenage girls are dancing in the room	Some teenage girls are standing still in front of the camera	2.1	NEUTRAL
2582	A person is absently cutting mushrooms with a knife	A person is cutting mushrooms with a knife	3.7	ENTAILMENT
4	The young boys are playing outdoors and the man is smiling nearby	There is no boy playing outdoors and there is no man smiling	3.6	CONTRADICTION
839	The football is between the feet of a boy who is lying on the grass	The little kid is playing football and falling into the grass	3.7	NEUTRAL
3264	A man is playing the guitar	Nobody is playing the guitar	3.7	CONTRADICTION
2911	A woman is putting on makeup	There is no woman putting on makeup	4	CONTRADICTION
5747	A baby is playing with a toy	A baby tiger is playing with a ball	3.2	NEUTRAL
5225	A dog is looking at a store counter	An animal is looking around	3.3	NEUTRAL
7622	A girl dressed in purple and blue is walking beside her bike at night	A woman in a top which is purple is walking a bicycle between two stone columns	3.1	NEUTRAL
5407	A woman is cracking eggs into a bowl	A woman is placing skewers onto a rack	2.4	NEUTRAL
8175	A brown and white dog is jumping over a red, yellow and white hurdle	A brown and white dog is passing under a red, yellow and white hurdle	4.1	NEUTRAL
2455	A baby rhino is walking around a pen with its mother	A rhino, which is little, is following an adult rhino	4.2	ENTAILMENT
1239	A woman is dancing and singing with other women	A woman is performing in the rain	3.4	NEUTRAL
7004	There is no soccer player who is being tackled by an opponent	Rugby players are tackling each other	2.3	NEUTRAL
9361	A surfer in a black wetsuit is riding a foamy wave	A surfer is surfing a big wave	4	NEUTRAL
6052	A woman is ignoring a man	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	1.9	NEUTRAL
5247	A woman is playing the trumpet	A man is playing the trumpet	3.1	NEUTRAL
4933	An officer is talking to the recruits	An officer is listening to the recruits	3.2	NEUTRAL
218	A girl in white is dancing	A girl is wearing white clothes and is dancing	4.9	ENTAILMENT
6897	The man with brown hair is wearing sunglasses and is sitting listlessly at a table with cans of soda and other drinks	The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks	4.4	ENTAILMENT
287	A man is playing a guitar on stage	A bald person is playing a guitar	3.8	NEUTRAL
4259	The girl is spraying the plants with water	The girl is watering the plants	4.6	ENTAILMENT
8323	A horse is racing	There is no dog racing on a track	2.7	NEUTRAL
3539	Nobody is cooking okra in a pan	Someone is boiling okra in a pot	2.6	NEUTRAL
3761	A person is throwing a cat at the ceiling	A cat is thrown at the ceiling by a person	4.9	ENTAILMENT
9037	Two dogs are playing on a beach made of rocks	A black dog is approaching a golden dog on pebbly beach	4	NEUTRAL
3805	A man is throwing away a guitar	A man is playing a guitar	3	NEUTRAL
8606	A person on a yellow bike is airborne	A cyclist on a yellow bike is airborne	4.9	ENTAILMENT
6460	Two men are riding an orange raft on the shore	Two men are getting off of an orange raft on the shore	4.2	NEUTRAL
5053	A man is cutting an onion	There is no man opening a door	1.1	NEUTRAL
8316	Dogs are racing on a track	Dogs are running on a track	4.7	ENTAILMENT
4007	A man is climbing a rope	The man is not climbing up a rope	2.9	NEUTRAL
8326	There is no bmx biker jumping dirt ramps in front of a body of water	Two bmx bikers are jumping dirt ramps in front of a body of water	4.4	CONTRADICTION
1599	The man is operating a stenograph	The man isn't operating a stenograph	3.3	CONTRADICTION
6592	A young girl is standing on one leg	A young girl is dancing	2.7	NEUTRAL
4038	A Seadoo is being ridden by a woman	A woman is riding a Seadoo	5	ENTAILMENT
1120	A dog is riding a skateboard	There is no dog riding a skateboard	3.2	CONTRADICTION
2712	There is no karate practitioner kicking at another man who is wearing protective boxing gloves	A karate practitioner is kicking at another man who is wearing protective boxing gloves	4.3	CONTRADICTION
8489	A man with no shirt is holding a football	A football is being held by a man with no shirt	5	ENTAILMENT
4614	There is no man driving a car	A man is driving a car	4.4	CONTRADICTION
6147	Two people are standing in the ocean and looking at the sunset	Two people are wading through the water	3.3	ENTAILMENT
1215	A monkey is wading through a marsh	A monkey is wading through a river	4	NEUTRAL
7533	A child is watching someone playing outdoors and is spouting water over the rest of his family 	A boy is holding a hose next to a man and another boy is watching	3	NEUTRAL
8901	Dirt bikers are riding on a trail	Two people are not riding motorbikes	2.7	NEUTRAL
2983	Two teams are playing soccer	Different teams are resting on a field	2.8	NEUTRAL
3015	Some teenage girls are dancing for the camera	Some girls in their teens are dancing for the camera	4.6	ENTAILMENT
6994	Two boys are wearing brown shirts and are tugging at a rope on a wooden platform	Two twin preteen kids are dueling with sticks	2.4	NEUTRAL
733	The man in the purple hat is operating a camera that makes videos	The subject is being studied by a man with a camera	3.6	NEUTRAL
4490	A girl is brushing her hair	A girl is styling her hair	4.1	ENTAILMENT
1908	Two people are playing ping pong	A few animals are playing in the water	1	NEUTRAL
749	A married couple is walking down the aisle	The bride and the groom are leaving after the wedding	3.4	NEUTRAL
1088	A large dog is running on the grass with a tennis ball in its mouth	A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass	4.2	NEUTRAL
676	A dog, which is black, and a white one are staring at each other in the street	A dog, which is black, and another one, which is white, are staring at each other in the street	4.9	ENTAILMENT
5384	A man is playing the guitar	There is no man playing the guitar	4.3	CONTRADICTION
8462	A young man in a white shirt and gold and black hat is sitting with crossed legs	A young person in a white shirt and gold and black hat is sitting with crossed legs	4.7	ENTAILMENT
3208	There is no woman squeezing juice out of a lemon	A woman is squeezing a lemon	3.7	CONTRADICTION
1031	An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers	A woman is wearing sunglasses of large size and is holding newspapers in both hands	3.8	NEUTRAL
7105	A small girl is riding in a toy car	A small girl is getting out of a toy car	4.2	CONTRADICTION
4651	A man is cutting a thick rope with a sword	A man is cutting a rope with a sword	4.6	ENTAILMENT
9960	The person is riding a motorbike on a sandy track	A man is lifting barbells	1	NEUTRAL
9903	One climber is holding a rock and another man is roping a wall	The black and white dog is running outdoors	1.4	NEUTRAL
8622	Five adults are sitting on stone steps	Five adults are sitting on steps made of stone	4.9	ENTAILMENT
1878	The kittens are eating the food on the trays	Some kittens are eating	4.7	ENTAILMENT
9146	There is no snowboarder jumping off the snow	The snowboarder is jumping off a snow covered hill	3.7	CONTRADICTION
4045	A man is dancing	A person is dancing	4.5	ENTAILMENT
5277	Sign language is being used by a young girl	A girl is communicating with sign language	4.7	ENTAILMENT
2105	A man is removing a carrot from a machine	A man is slicing the carrot with a machine	3.2	NEUTRAL
3666	A man and a woman are walking nicely	A man and a woman are walking	4.9	ENTAILMENT
1293	A black cat is swinging on a fan	A cat is stuck on a moving ceiling fan	3.8	NEUTRAL
2363	There is no person setting fire to the cameras	A person is burning some cameras with a blow torch	3.9	CONTRADICTION
7950	A girl is running through the water at the beach	A boy in a white t-shirt is splashing in shallow water	2.3	NEUTRAL
3839	A horse is being ridden in a creek by a man	A man is riding a horse	4.7	ENTAILMENT
4135	A dog is bouncing on a trampoline	A dog is jumping on a trampoline	4.7	ENTAILMENT
8608	A person on a yellow bike is airborne	A person on a yellow dirt bike is taking a jump	4.3	ENTAILMENT
6187	The group of people is sitting on a ledge which is rocky and a scenic view is behind them	Four people are sitting on a low cement ledge	3.3	NEUTRAL
6920	One bearded man is standing by a shopping cart and is holding a cardboard sign	A man is holding a sign and is seeking money	3.5	NEUTRAL
5197	A baby is talking	The child is silent	2.6	NEUTRAL
3061	A woman is driving a car and is talking to the man who is seated beside her	There is no woman driving a car and talking to the man seated beside her	4.7	CONTRADICTION
1498	A man is playing guitar	There is no man playing a guitar	4.1	CONTRADICTION
3611	A bike is being ridden over a monkey	A man is riding a bicycle	3.4	NEUTRAL
4304	A woman is riding a horse	A woman is riding an animal	4.5	ENTAILMENT
1194	A man is speaking on a podium	There is no man speaking on a podium	3	CONTRADICTION
8692	Three children are running down hill	Three children are running up a grassy hillside	3.8	NEUTRAL
3162	The man is not cutting the tape on the box	A man is cutting a box	3.1	NEUTRAL
5725	Hay is being eaten by a cow	A cow is eating hay	5	ENTAILMENT
4725	A monkey is practicing martial arts	There is no monkey kicking a person	2.9	NEUTRAL
8943	The boy in blue shirt is looking at his hand near the stack of blocks on table	A boy is playing a game with wooden blocks	3.1	NEUTRAL
2125	The cat is hungrily drinking milk	A lick of milk sauce is being given to the cat	3.7	NEUTRAL
3273	There is no person kicking a soccer ball between somebody's feet	The soccer player is kicking the ball between somebody's legs	3.8	CONTRADICTION
7569	There is no person on a bike jumping through the air with the sun flaring through the bike frame	A person on a bike is jumping through the air and the sun is flaring through the bike frame	4.2	CONTRADICTION
1376	A man is rinsing a large steak	A man is rinsing a large piece of meat	4.6	ENTAILMENT
3094	Some women are dancing	The men are not dancing	3	NEUTRAL
5248	Someone is playing with a toad	Someone is playing with a frog	4.2	NEUTRAL
9947	There is no man slicing potatoes	A man is fitting a silencer to a pistol	1.1	NEUTRAL
6101	One brown and black dog is running through the leaves	A brown and black dog is running through the leaves	4.8	ENTAILMENT
565	A dark black dog and a light brown dog are playing in the backyard	A black man is running in brown grass and racing a dog	2	NEUTRAL
7576	The bunch of men are playing rugby on a muddy field	The bunch of men are not playing rugby on a muddy field	3.6	CONTRADICTION
3576	A man is putting down the flute	A man is playing a flute	3.9	NEUTRAL
9001	A boy is wearing a white hat and is running on the beach	A little kid is wearing a hat and is walking in the dry sand	3.7	NEUTRAL
8381	The young girl in blue is having fun on a slide	The young girl in blue is enjoying a slide	4.7	ENTAILMENT
5847	The man is playing the guitar	There is no man playing the guitar	3.1	CONTRADICTION
883	Some cheers are being performed by the girl in the blue and white uniform	A girl in a uniform, which is blue, is raising her arm.	4.2	NEUTRAL
599	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	A black, red, white and pink dress is being worn by a woman	3.4	NEUTRAL
5683	A woman is slicing butter	There is no woman slicing tofu	2.8	NEUTRAL
2368	A man is playing the guitar	One man is playing the guitar	4.9	ENTAILMENT
8189	A yellow dog is drinking water from the faucet	The yellow dog is drinking water from a bottle	3.8	CONTRADICTION
4679	A man is drilling a hole with a piece of wood	Someone is drilling a hole in a strip of wood with a power drill	3.7	NEUTRAL
2678	A man is hurriedly getting into a car in a garage	A man is getting into a car	4.1	ENTAILMENT
3062	A man is talking to the woman who is seated beside him and is driving a car	A woman is driving a car and is talking to the man who is seated beside her	4.3	ENTAILMENT
6756	A large brown dog and a small grey dog are standing on a rocky surface	A big brown dog and a small grey dog are standing on a rocky surface	4.8	ENTAILMENT
777	A woman, who is old, is far from a white dog	A woman and a dog are sitting on a tree stump	2.4	NEUTRAL
7381	A smiling boy in winter clothes is waving his mittened hands outside a building in the snow	A child, who is young, dressed for cold weather, is standing outside	3.9	NEUTRAL
6521	A girl in a brown dress is being surrounded by children and is closing her eyes	The sun is not shining on the face of the girl who is in a yellow dress	1.9	NEUTRAL
1193	A man is making a speech on a podium	A man is speaking on a podium	4.8	ENTAILMENT
4635	There is no man playing a harp	A man is playing a harp	3.7	CONTRADICTION
2714	The man is not kick boxing with a trainer	The man is kick boxing with a trainer	3.7	CONTRADICTION
8528	A man in gold and purple is holding a rainbow afghan	A young woman is carrying a lot of colorful scarves on the beach	1.5	NEUTRAL
3823	A concentrated woman is playing flute	A woman is playing flute	4.3	ENTAILMENT
8941	A boy in blue shirt is looking at his hand near a stack of blocks on table	The boy in blue shirt is looking at his hand near the stack of blocks on table	4.9	ENTAILMENT
7485	Two guys are sitting around a table and holding beers in their hands	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	4.1	NEUTRAL
6912	The woman wearing the blue and white uniform with a white and blue hat is keeping her mouth open and is near others who are dressed in the same fashion	A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching	3.4	NEUTRAL
7239	A dog is catching a ball in mid air	A brown and white dog is resting on the ground with a tennis ball in its mouth	3.2	NEUTRAL
1987	Some water is being drunk by a cat	A truck is quickly going down a hill	1	NEUTRAL
9515	A woman is playing with a brown dog on a garden path	A woman is playing with a brown cat on a garden path	3.5	NEUTRAL
7362	A woman is turning her back from the view of a city	A blonde lady is looking at a tower	1.6	NEUTRAL
6725	A child in orange is playing outdoors with a snowball	A kid in orange is playing outside with a snowball	4.8	ENTAILMENT
831	There is no little kid playing football and falling into the grass	The little kid is playing football and falling into the grass	4.1	CONTRADICTION
6109	A dog in the yard is running across colored coats	A brown and black dog is running through the leaves	2.6	NEUTRAL
7475	A man and two women in a darkened room are sitting at a table with candles	The group of dim people is sitting in a room	2.5	NEUTRAL
7108	A small girl is getting out of a toy car	A child is sitting in a red and yellow toy car	3.2	NEUTRAL
526	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	A pedestrian woman is building pink bicycles for boa wearing riders	2.4	NEUTRAL
3376	The boy is speedily riding a tricycle	The boy is riding a tricycle	4.385	ENTAILMENT
8894	Two people are riding motorbikes	Motorbikes are being ridden by two people	4.9	ENTAILMENT
9907	A cat is playing keyboards	There are no men fighting	1.1	NEUTRAL
99	Four children are doing backbends in the gym	Four children are doing backbends in the park	3.8	NEUTRAL
6731	A child is making a snow ball	A child in orange is playing outdoors with a snowball	4.4	ENTAILMENT
8333	Two bmx bikers are jumping dirt ramps in front of a body of water	Some bikers are getting airborne on a track near water and a skyline	3.735	NEUTRAL
3444	A woman is being handed volleyballs by another woman	One woman is handing volleyballs to another woman	5	ENTAILMENT
62	Children in red shirts are playing in the leaves	Three kids are jumping in the leaves	4	NEUTRAL
3097	Three men are dancing	Some women are dancing	3.5	NEUTRAL
3905	The man is singing heartily and playing the guitar	The man is singing and playing the guitar	4.3	ENTAILMENT
6536	Women are wearing bunny ears and race numbers and are pointing at something in the distance	Several women are wearing pink bunny ears and are pointing to the right	3.8	NEUTRAL
9884	A child is smiling at the camera and swimming underwater	An animal is barking at a ball	1.1	NEUTRAL
9936	There is no man spraying a super soaker into the mouth of a dog	A person is chopping an onion	1	NEUTRAL
2643	Two boys on a couch are playing video games	Two boys are playing a video game	4.3	ENTAILMENT
1303	A man is playing flute	There is no man playing soccer	1.3	NEUTRAL
2970	A big green ball is knocking a potato	A large green ball is missing a potato	3.5	NEUTRAL
3751	A boy is looking at a calendar	There is no boy looking at a calendar	3.6	CONTRADICTION
1949	The kitten is eagerly drinking some milk from the bowl	One small child is filling the cup with water	1.4	NEUTRAL
3976	A girl is awakening	A child is waking up	4.4	ENTAILMENT
2680	A man is getting a garage for the car	A man is getting into a car	2.7	NEUTRAL
8867	A boy is sitting on the ground	A toddler is sitting down	3.3	NEUTRAL
4284	A woman is chopping up an octopus	A woman is cutting an octopus	4.8	ENTAILMENT
844	A woman with a ponytail is climbing down a wall of rock	A woman with a ponytail is climbing a wall of rock	4.085	ENTAILMENT
4843	A man is opening a box with a knife	There is no man opening a box with a knife	3.8	CONTRADICTION
9864	A large dog and a small dog are standing next to the kitchen counter and are investigating	A smiling boy in winter clothes is waving his mittened hands outside a building in the snow	1	NEUTRAL
7567	The person is flying through the air on a bicycle	The person is not flying through the air on a bicycle	4.2	CONTRADICTION
5073	A woman is frying something in a pan	A man is not playing the guitar	1	NEUTRAL
9715	A boy wearing a striped shirt is running barefoot on the sandy hill	A girl wearing a striped shirt is running barefoot on the sandy hill	3.7	NEUTRAL
391	A man with paint covered clothes is sitting outside in a busy area writing something	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	4.8	ENTAILMENT
5177	A woman is not frying some food	A woman is frying some food	3.6	CONTRADICTION
8683	A skateboarder is making a jump off a ramp	A woman dressed in black is wearing inline skates and performing a trick on a rail	3	NEUTRAL
2619	The woman is dicing onions	A woman is swiftly cutting an onion	4.5	NEUTRAL
7501	The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt	A person is wearing a red jacket and holding a beer	2.4	NEUTRAL
4842	A man is opening a box with a knife	A man is using a knife to open a box	4.835	ENTAILMENT
2702	The person is boiling noodles	A person is boiling noodles	5	ENTAILMENT
5195	The child is silent	A boy is saying a word	3	CONTRADICTION
715	The man is racing for the lead 	A man is leading the race	3.7	NEUTRAL
6913	A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently	A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching	2.9	NEUTRAL
4257	The horse is being ridden by the girl	The girl is riding the horse	4.7	ENTAILMENT
7792	A person is wearing grey pants on a snowboard	A snowboarding man is jumping through the air	3.5	NEUTRAL
9583	A dog is fetching a stick out of very clear water	A small black and white dog is carrying a stick and is swimming	3.4	NEUTRAL
5276	A young boy is using sign language	A young girl is using sign language	4.1	NEUTRAL
1087	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	A large, gray ball is hitting a running dog, which is carrying some grass in its mouth	3.1	NEUTRAL
8021	A brown and white dog is playing on the grass	A brown and white dog is playing on the lawn	4.7	ENTAILMENT
6477	A person is standing in a vast field of glacial ice	One person is standing in a vast field of glacial ice	4.8	ENTAILMENT
1396	A man is screaming	A man is scared	3.6	NEUTRAL
1380	A steak is being rinsed with water by a person	A man is rinsing a large steak	4.2	NEUTRAL
2020	A man is dangerously throwing knives at the tree	The man is doing a magic trick	2.5	NEUTRAL
185	Few people are eating at red tables in a restaurant without lights	A large group of Asian people is eating at a restaurant	2.6	NEUTRAL
4287	The man is cutting cooked octopus	The woman is cutting cooked octopus	3.8	NEUTRAL
1083	There is no large dog running on the grass with a tennis ball in its mouth	A large dog is running on the grass with a tennis ball in its mouth	3.5	CONTRADICTION
4015	The lady is picking up the kangaroo	The woman is picking up the kangaroo	4.9	ENTAILMENT
2358	A person is burning some cameras with a blow torch	A person is repairing some cameras with a blow torch	3.6	NEUTRAL
7776	A surfer is riding a big wave across dark green water	The surfer is riding a big wave	4.4	ENTAILMENT
628	A father is in the swimming pool during his daughters launch	A father is launching the daughter in a swimming pool	3.2	NEUTRAL
6394	A waterfall is flowing into a shallow pool	The people are walking on the road beside a beautiful waterfall	2.3	NEUTRAL
3514	A woman is dancing	There is no woman dancing	2.9	CONTRADICTION
7457	A surfer is riding the wave	The wave is being ridden by a surfer	4.8	ENTAILMENT
3898	A girl is exercising	A man is doing exercise	3	NEUTRAL
9349	Three women are sitting together near woven walls	Three men are sitting together near woven walls	3.6	NEUTRAL
410	A group of scouts are hiking through the grass	Some people are walking	3.2	ENTAILMENT
7302	A young child is running outside over the fallen leaves	A young child is lying down on a gravel road that is covered with dead leaves	2.65	NEUTRAL
3895	The girl is lounging	A girl is exercising	3.015	NEUTRAL
6350	A young child is riding a bike on a rough dirt path	The young boy is riding a dirt bike through the mud	3.8	NEUTRAL
3397	Someone is beating an egg	The lady is stirring eggs in a bowl	3.9	NEUTRAL
6098	The man is standing steadily next to a birdcage	A man is standing beside a large and colorful birdcage	4.4	NEUTRAL
772	A woman and a dog are peacefully sitting on a tree stump	A woman and a dog are sitting on a tree stump	4.5	ENTAILMENT
8136	A girl with red hair and red eyebrows is talking	A girl with red hair and red eyebrows is in midspeech	4.6	ENTAILMENT
2098	The man is denying an interview	A white car is being driven by the man	1	NEUTRAL
4183	A dog is playing with a toy	A dog is having fun with a toy	4.4	ENTAILMENT
6319	A yellow dog is running on white snow on a sunny day	A dog, which is tan, is running through the snow	3.8	ENTAILMENT
4653	There is no man peeling an onion	A man is peeling an onion	3.4	CONTRADICTION
2205	An inflatable crocodile is being pushed by two kids in a pool	Two kids are pushing an inflatable crocodile in a pool	5	ENTAILMENT
1809	The loud man is not allowed to play the guitar	A flute is being played by a man	2.8	NEUTRAL
4105	Someone is playing the guitar	Someone is dismantling a piano	2.2	NEUTRAL
4857	Some instruments are being played by a band	A man is playing an electronic keyboard	3	NEUTRAL
2401	The woman is slicing a tomato	Someone is cutting a tomato	4.5	ENTAILMENT
